target_glyph,target_iclabel,source_glyph,source_iclabel
懲,A:uc0---:0061f2:懲,懲,A:uccmp1:00fa8b:懲
戴,A:uc0---:006234:戴,戴,A:uccmp1:00fa8c:戴
揄,A:uc0---:0063c4:揄,揄,A:uccmp1:00fa8d:揄
搜,A:uc0---:00641c:搜,搜,A:uccmp1:00fa8e:搜
摒,A:uc0---:006452:摒,摒,A:uccmp1:00fa8f:摒
敖,A:uc0---:006556:敖,敖,A:uccmp1:00fa90:敖
晴,A:uc0---:006674:晴,晴,A:uccmp1:00fa91:晴
朗,A:uc0---:006717:朗,朗,A:uccmp1:00fa92:朗
望,A:uc0---:00671b:望,望,A:uccmp1:00fa93:望
杖,A:uc0---:006756:杖,杖,A:uccmp1:00fa94:杖
歹,A:uc0---:006b79:歹,歹,A:uccmp1:00fa95:歹
殺,A:uc0---:006bba:殺,殺,A:uccmp1:00fa96:殺
流,A:uc0---:006d41:流,流,A:uccmp1:00fa97:流
滛,A:uc0---:006edb:滛,滛,A:uccmp1:00fa98:滛
滋,A:uc0---:006ecb:滋,滋,A:uccmp1:00fa99:滋
漢,A:uc0---:006f22:漢,漢,A:uccmp1:00fa9a:漢
瀞,A:uc0---:00701e:瀞,瀞,A:uccmp1:00fa9b:瀞
煮,A:uc0---:00716e:煮,煮,A:uccmp1:00fa9c:煮
瞧,A:uc0---:0077a7:瞧,瞧,A:uccmp1:00fa9d:瞧
爵,A:uc0---:007235:爵,爵,A:uccmp1:00fa9e:爵
犯,A:uc0---:0072af:犯,犯,A:uccmp1:00fa9f:犯
猪,A:uc0---:00732a:猪,猪,A:uccmp1:00faa0:猪
瑱,A:uc0---:007471:瑱,瑱,A:uccmp1:00faa1:瑱
甆,A:uc0---:007506:甆,甆,A:uccmp1:00faa2:甆
画,A:uc0---:00753b:画,画,A:uccmp1:00faa3:画
瘝,A:uc0---:00761d:瘝,瘝,A:uccmp1:00faa4:瘝
瘟,A:uc0---:00761f:瘟,瘟,A:uccmp1:00faa5:瘟
益,A:uc0---:0076ca:益,益,A:uccmp1:00faa6:益
盛,A:uc0---:0076db:盛,盛,A:uccmp1:00faa7:盛
直,A:uc0---:0076f4:直,直,A:uccmp1:00faa8:直
睊,A:uc0---:00774a:睊,睊,A:uccmp1:00faa9:睊
着,A:uc0---:007740:着,着,A:uccmp1:00faaa:着
磌,A:uc0---:0078cc:磌,磌,A:uccmp1:00faab:磌
窱,A:uc0---:007ab1:窱,窱,A:uccmp1:00faac:窱
節,A:uc0---:007bc0:節,節,A:uccmp1:00faad:節
类,A:uc0---:007c7b:类,类,A:uccmp1:00faae:类
絛,A:uc0---:007d5b:絛,絛,A:uccmp1:00faaf:絛
練,A:uc0---:007df4:練,練,A:uccmp1:00fab0:練
缾,A:uc0---:007f3e:缾,缾,A:uccmp1:00fab1:缾
者,A:uc0---:008005:者,者,A:uccmp1:00fab2:者
荒,A:uc0---:008352:荒,荒,A:uccmp1:00fab3:荒
華,A:uc0---:0083ef:華,華,A:uccmp1:00fab4:華
蝹,A:uc0---:008779:蝹,蝹,A:uccmp1:00fab5:蝹
襁,A:uc0---:008941:襁,襁,A:uccmp1:00fab6:襁
覆,A:uc0---:008986:覆,覆,A:uccmp1:00fab7:覆
視,A:uc0---:008996:視,視,A:uccmp1:00fab8:視
調,A:uc0---:008abf:調,調,A:uccmp1:00fab9:調
諸,A:uc0---:008af8:諸,諸,A:uccmp1:00faba:諸
請,A:uc0---:008acb:請,請,A:uccmp1:00fabb:請
謁,A:uc0---:008b01:謁,謁,A:uccmp1:00fabc:謁
諾,A:uc0---:008afe:諾,諾,A:uccmp1:00fabd:諾
諭,A:uc0---:008aed:諭,諭,A:uccmp1:00fabe:諭
謹,A:uc0---:008b39:謹,謹,A:uccmp1:00fabf:謹
變,A:uc0---:008b8a:變,變,A:uccmp1:00fac0:變
贈,A:uc0---:008d08:贈,贈,A:uccmp1:00fac1:贈
輸,A:uc0---:008f38:輸,輸,A:uccmp1:00fac2:輸
遲,A:uc0---:009072:遲,遲,A:uccmp1:00fac3:遲
醙,A:uc0---:009199:醙,醙,A:uccmp1:00fac4:醙
鉶,A:uc0---:009276:鉶,鉶,A:uccmp1:00fac5:鉶
陼,A:uc0---:00967c:陼,陼,A:uccmp1:00fac6:陼
難,A:uc0---:0096e3:難,難,A:uccmp1:00fac7:難
靖,A:uc0---:009756:靖,靖,A:uccmp1:00fac8:靖
韛,A:uc0---:0097db:韛,韛,A:uccmp1:00fac9:韛
響,A:uc0---:0097ff:響,響,A:uccmp1:00faca:響
頋,A:uc0---:00980b:頋,頋,A:uccmp1:00facb:頋
頻,A:uc0---:00983b:頻,頻,A:uccmp1:00facc:頻
鬒,A:uc0---:009b12:鬒,鬒,A:uccmp1:00facd:鬒
龜,A:uc0---:009f9c:龜,龜,A:uccmp1:00face:龜
𢡊,A:ucxb--:02284a:𢡊,𢡊,A:uccmp1:00facf:𢡊
𢡄,A:ucxb--:022844:𢡄,𢡄,A:uccmp1:00fad0:𢡄
𣏕,A:ucxb--:0233d5:𣏕,𣏕,A:uccmp1:00fad1:𣏕
㮝,A:ucxa--:003b9d:㮝,㮝,A:uccmp1:00fad2:㮝
䀘,A:ucxa--:004018:䀘,䀘,A:uccmp1:00fad3:䀘
鿃,A:uc0---:009fc3:鿃,䀹,A:uccmp1:00fad4:䀹
𥉉,A:ucxb--:025249:𥉉,𥉉,A:uccmp1:00fad5:𥉉
𥳐,A:ucxb--:025cd0:𥳐,𥳐,A:uccmp1:00fad6:𥳐
𧻓,A:ucxb--:027ed3:𧻓,𧻓,A:uccmp1:00fad7:𧻓
齃,A:uc0---:009f43:齃,齃,A:uccmp1:00fad8:齃
龎,A:uc0---:009f8e:龎,龎,A:uccmp1:00fad9:龎
丽,A:uc0---:004e3d:丽,丽,A:uccmp2:02f800:丽
丸,A:uc0---:004e38:丸,丸,A:uccmp2:02f801:丸
乁,A:uc0---:004e41:乁,乁,A:uccmp2:02f802:乁
𠄢,A:ucxb--:020122:𠄢,𠄢,A:uccmp2:02f803:𠄢
你,A:uc0---:004f60:你,你,A:uccmp2:02f804:你
侮,A:uc0---:004fae:侮,侮,A:uccmp2:02f805:侮
侻,A:uc0---:004fbb:侻,侻,A:uccmp2:02f806:侻
倂,A:uc0---:005002:倂,倂,A:uccmp2:02f807:倂
偺,A:uc0---:00507a:偺,偺,A:uccmp2:02f808:偺
備,A:uc0---:005099:備,備,A:uccmp2:02f809:備
僧,A:uc0---:0050e7:僧,僧,A:uccmp2:02f80a:僧
像,A:uc0---:0050cf:像,像,A:uccmp2:02f80b:像
㒞,A:ucxa--:00349e:㒞,㒞,A:uccmp2:02f80c:㒞
𠘺,A:ucxb--:02063a:𠘺,𠘺,A:uccmp2:02f80d:𠘺
免,A:uc0---:00514d:免,免,A:uccmp2:02f80e:免
兔,A:uc0---:005154:兔,兔,A:uccmp2:02f80f:兔
兤,A:uc0---:005164:兤,兤,A:uccmp2:02f810:兤
具,A:uc0---:005177:具,具,A:uccmp2:02f811:具
𠔜,A:ucxb--:02051c:𠔜,𠔜,A:uccmp2:02f812:𠔜
㒹,A:ucxa--:0034b9:㒹,㒹,A:uccmp2:02f813:㒹
內,A:uc0---:005167:內,內,A:uccmp2:02f814:內
再,A:uc0---:00518d:再,再,A:uccmp2:02f815:再
𠕋,A:ucxb--:02054b:𠕋,𠕋,A:uccmp2:02f816:𠕋
冗,A:uc0---:005197:冗,冗,A:uccmp2:02f817:冗
冤,A:uc0---:0051a4:冤,冤,A:uccmp2:02f818:冤
仌,A:uc0---:004ecc:仌,仌,A:uccmp2:02f819:仌
冬,A:uc0---:0051ac:冬,冬,A:uccmp2:02f81a:冬
况,A:uc0---:0051b5:况,况,A:uccmp2:02f81b:况
𩇟,A:ucxb--:0291df:𩇟,𩇟,A:uccmp2:02f81c:𩇟
凵,A:uc0---:0051f5:凵,凵,A:uccmp2:02f81d:凵
刃,A:uc0---:005203:刃,刃,A:uccmp2:02f81e:刃
㓟,A:ucxa--:0034df:㓟,㓟,A:uccmp2:02f81f:㓟
刻,A:uc0---:00523b:刻,刻,A:uccmp2:02f820:刻
剆,A:uc0---:005246:剆,剆,A:uccmp2:02f821:剆
割,A:uc0---:005272:割,割,A:uccmp2:02f822:割
剷,A:uc0---:005277:剷,剷,A:uccmp2:02f823:剷
㔕,A:ucxa--:003515:㔕,㔕,A:uccmp2:02f824:㔕
勇,A:uc0---:0052c7:勇,勇,A:uccmp2:02f825:勇
勉,A:uc0---:0052c9:勉,勉,A:uccmp2:02f826:勉
勤,A:uc0---:0052e4:勤,勤,A:uccmp2:02f827:勤
勺,A:uc0---:0052fa:勺,勺,A:uccmp2:02f828:勺
包,A:uc0---:005305:包,包,A:uccmp2:02f829:包
匆,A:uc0---:005306:匆,匆,A:uccmp2:02f82a:匆
北,A:uc0---:005317:北,北,A:uccmp2:02f82b:北
卉,A:uc0---:005349:卉,卉,A:uccmp2:02f82c:卉
卑,A:uc0---:005351:卑,卑,A:uccmp2:02f82d:卑
博,A:uc0---:00535a:博,博,A:uccmp2:02f82e:博
即,A:uc0---:005373:即,即,A:uccmp2:02f82f:即
卽,A:uc0---:00537d:卽,卽,A:uccmp2:02f830:卽
卿,A:uc0---:00537f:卿,卿,A:uccmp2:02f831:卿
卿,A:uc0---:00537f:卿,卿,A:uccmp2:02f832:卿
卿,A:uc0---:00537f:卿,卿,A:uccmp2:02f833:卿
𠨬,A:ucxb--:020a2c:𠨬,𠨬,A:uccmp2:02f834:𠨬
灰,A:uc0---:007070:灰,灰,A:uccmp2:02f835:灰
及,A:uc0---:0053ca:及,及,A:uccmp2:02f836:及
叟,A:uc0---:0053df:叟,叟,A:uccmp2:02f837:叟
𠭣,A:ucxb--:020b63:𠭣,𠭣,A:uccmp2:02f838:𠭣
叫,A:uc0---:0053eb:叫,叫,A:uccmp2:02f839:叫
叱,A:uc0---:0053f1:叱,叱,A:uccmp2:02f83a:叱
吆,A:uc0---:005406:吆,吆,A:uccmp2:02f83b:吆
咞,A:uc0---:00549e:咞,咞,A:uccmp2:02f83c:咞
吸,A:uc0---:005438:吸,吸,A:uccmp2:02f83d:吸
呈,A:uc0---:005448:呈,呈,A:uccmp2:02f83e:呈
周,A:uc0---:005468:周,周,A:uccmp2:02f83f:周
咢,A:uc0---:0054a2:咢,咢,A:uccmp2:02f840:咢
哶,A:uc0---:0054f6:哶,哶,A:uccmp2:02f841:哶
唐,A:uc0---:005510:唐,唐,A:uccmp2:02f842:唐
啓,A:uc0---:005553:啓,啓,A:uccmp2:02f843:啓
啣,A:uc0---:005563:啣,啣,A:uccmp2:02f844:啣
善,A:uc0---:005584:善,善,A:uccmp2:02f845:善
善,A:uc0---:005584:善,善,A:uccmp2:02f846:善
喙,A:uc0---:005599:喙,喙,A:uccmp2:02f847:喙
喫,A:uc0---:0055ab:喫,喫,A:uccmp2:02f848:喫
喳,A:uc0---:0055b3:喳,喳,A:uccmp2:02f849:喳
嗂,A:uc0---:0055c2:嗂,嗂,A:uccmp2:02f84a:嗂
圖,A:uc0---:005716:圖,圖,A:uccmp2:02f84b:圖
嘆,A:uc0---:005606:嘆,嘆,A:uccmp2:02f84c:嘆
圗,A:uc0---:005717:圗,圗,A:uccmp2:02f84d:圗
噑,A:uc0---:005651:噑,噑,A:uccmp2:02f84e:噑
噴,A:uc0---:005674:噴,噴,A:uccmp2:02f84f:噴
切,A:uc0---:005207:切,切,A:uccmp2:02f850:切
壮,A:uc0---:0058ee:壮,壮,A:uccmp2:02f851:壮
城,A:uc0---:0057ce:城,城,A:uccmp2:02f852:城
埴,A:uc0---:0057f4:埴,埴,A:uccmp2:02f853:埴
堍,A:uc0---:00580d:堍,堍,A:uccmp2:02f854:堍
型,A:uc0---:00578b:型,型,A:uccmp2:02f855:型
堲,A:uc0---:005832:堲,堲,A:uccmp2:02f856:堲
報,A:uc0---:005831:報,報,A:uccmp2:02f857:報
墬,A:uc0---:0058ac:墬,墬,A:uccmp2:02f858:墬
𡓤,A:ucxb--:0214e4:𡓤,𡓤,A:uccmp2:02f859:𡓤
売,A:uc0---:0058f2:売,売,A:uccmp2:02f85a:売
壷,A:uc0---:0058f7:壷,壷,A:uccmp2:02f85b:壷
夆,A:uc0---:005906:夆,夆,A:uccmp2:02f85c:夆
多,A:uc0---:00591a:多,多,A:uccmp2:02f85d:多
夢,A:uc0---:005922:夢,夢,A:uccmp2:02f85e:夢
奢,A:uc0---:005962:奢,奢,A:uccmp2:02f85f:奢
𡚨,A:ucxb--:0216a8:𡚨,𡚨,A:uccmp2:02f860:𡚨
𡛪,A:ucxb--:0216ea:𡛪,𡛪,A:uccmp2:02f861:𡛪
姬,A:uc0---:0059ec:姬,姬,A:uccmp2:02f862:姬
娛,A:uc0---:005a1b:娛,娛,A:uccmp2:02f863:娛
娧,A:uc0---:005a27:娧,娧,A:uccmp2:02f864:娧
姘,A:uc0---:0059d8:姘,姘,A:uccmp2:02f865:姘
婦,A:uc0---:005a66:婦,婦,A:uccmp2:02f866:婦
㛮,A:ucxa--:0036ee:㛮,㛮,A:uccmp2:02f867:㛮
㛼,A:ucxa--:0036fc:㛼,㛼,A:uccmp2:02f868:㛼
嬈,A:uc0---:005b08:嬈,嬈,A:uccmp2:02f869:嬈
嬾,A:uc0---:005b3e:嬾,嬾,A:uccmp2:02f86a:嬾
嬾,A:uc0---:005b3e:嬾,嬾,A:uccmp2:02f86b:嬾
𡧈,A:ucxb--:0219c8:𡧈,𡧈,A:uccmp2:02f86c:𡧈
寃,A:uc0---:005bc3:寃,寃,A:uccmp2:02f86d:寃
寘,A:uc0---:005bd8:寘,寘,A:uccmp2:02f86e:寘
寧,A:uc0---:005be7:寧,寧,A:uccmp2:02f86f:寧
寳,A:uc0---:005bf3:寳,寳,A:uccmp2:02f870:寳
𡬘,A:ucxb--:021b18:𡬘,𡬘,A:uccmp2:02f871:𡬘
寿,A:uc0---:005bff:寿,寿,A:uccmp2:02f872:寿
将,A:uc0---:005c06:将,将,A:uccmp2:02f873:将
当,A:uc0---:005f53:当,当,A:uccmp2:02f874:当
尢,A:uc0---:005c22:尢,尢,A:uccmp2:02f875:尢
㞁,A:ucxa--:003781:㞁,㞁,A:uccmp2:02f876:㞁
屠,A:uc0---:005c60:屠,屠,A:uccmp2:02f877:屠
屮,A:uc0---:005c6e:屮,屮,A:uccmp2:02f878:屮
峀,A:uc0---:005cc0:峀,峀,A:uccmp2:02f879:峀
岍,A:uc0---:005c8d:岍,岍,A:uccmp2:02f87a:岍
𡷤,A:ucxb--:021de4:𡷤,𡷤,A:uccmp2:02f87b:𡷤
嵃,A:uc0---:005d43:嵃,嵃,A:uccmp2:02f87c:嵃
𡷦,A:ucxb--:021de6:𡷦,𡷦,A:uccmp2:02f87d:𡷦
嵮,A:uc0---:005d6e:嵮,嵮,A:uccmp2:02f87e:嵮
嵫,A:uc0---:005d6b:嵫,嵫,A:uccmp2:02f87f:嵫
嵼,A:uc0---:005d7c:嵼,嵼,A:uccmp2:02f880:嵼
巡,A:uc0---:005de1:巡,巡,A:uccmp2:02f881:巡
巢,A:uc0---:005de2:巢,巢,A:uccmp2:02f882:巢
㠯,A:ucxa--:00382f:㠯,㠯,A:uccmp2:02f883:㠯
巽,A:uc0---:005dfd:巽,巽,A:uccmp2:02f884:巽
帨,A:uc0---:005e28:帨,帨,A:uccmp2:02f885:帨
帽,A:uc0---:005e3d:帽,帽,A:uccmp2:02f886:帽
幩,A:uc0---:005e69:幩,幩,A:uccmp2:02f887:幩
㡢,A:ucxa--:003862:㡢,㡢,A:uccmp2:02f888:㡢
𢆃,A:ucxb--:022183:𢆃,𢆃,A:uccmp2:02f889:𢆃
㡼,A:ucxa--:00387c:㡼,㡼,A:uccmp2:02f88a:㡼
庰,A:uc0---:005eb0:庰,庰,A:uccmp2:02f88b:庰
庳,A:uc0---:005eb3:庳,庳,A:uccmp2:02f88c:庳
庶,A:uc0---:005eb6:庶,庶,A:uccmp2:02f88d:庶
廊,A:uc0---:005eca:廊,廊,A:uccmp2:02f88e:廊
𪎒,A:ucxb--:02a392:𪎒,𪎒,A:uccmp2:02f88f:𪎒
廾,A:uc0---:005efe:廾,廾,A:uccmp2:02f890:廾
𢌱,A:ucxb--:022331:𢌱,𢌱,A:uccmp2:02f891:𢌱
𢌱,A:ucxb--:022331:𢌱,𢌱,A:uccmp2:02f892:𢌱
舁,A:uc0---:008201:舁,舁,A:uccmp2:02f893:舁
弢,A:uc0---:005f22:弢,弢,A:uccmp2:02f894:弢
弢,A:uc0---:005f22:弢,弢,A:uccmp2:02f895:弢
㣇,A:ucxa--:0038c7:㣇,㣇,A:uccmp2:02f896:㣇
𣊸,A:ucxb--:0232b8:𣊸,𣊸,A:uccmp2:02f897:𣊸
𦇚,A:ucxb--:0261da:𦇚,𦇚,A:uccmp2:02f898:𦇚
形,A:uc0---:005f62:形,形,A:uccmp2:02f899:形
彫,A:uc0---:005f6b:彫,彫,A:uccmp2:02f89a:彫
㣣,A:ucxa--:0038e3:㣣,㣣,A:uccmp2:02f89b:㣣
徚,A:uc0---:005f9a:徚,徚,A:uccmp2:02f89c:徚
忍,A:uc0---:005fcd:忍,忍,A:uccmp2:02f89d:忍
志,A:uc0---:005fd7:志,志,A:uccmp2:02f89e:志
忹,A:uc0---:005ff9:忹,忹,A:uccmp2:02f89f:忹
悁,A:uc0---:006081:悁,悁,A:uccmp2:02f8a0:悁
㤺,A:ucxa--:00393a:㤺,㤺,A:uccmp2:02f8a1:㤺
㤜,A:ucxa--:00391c:㤜,㤜,A:uccmp2:02f8a2:㤜
悔,A:uc0---:006094:悔,悔,A:uccmp2:02f8a3:悔
𢛔,A:ucxb--:0226d4:𢛔,𢛔,A:uccmp2:02f8a4:𢛔
惇,A:uc0---:0060c7:惇,惇,A:uccmp2:02f8a5:惇
慈,A:uc0---:006148:慈,慈,A:uccmp2:02f8a6:慈
慌,A:uc0---:00614c:慌,慌,A:uccmp2:02f8a7:慌
慎,A:uc0---:00614e:慎,慎,A:uccmp2:02f8a8:慎
慌,A:uc0---:00614c:慌,慌,A:uccmp2:02f8a9:慌
慺,A:uc0---:00617a:慺,慺,A:uccmp2:02f8aa:慺
憎,A:uc0---:00618e:憎,憎,A:uccmp2:02f8ab:憎
憲,A:uc0---:0061b2:憲,憲,A:uccmp2:02f8ac:憲
憤,A:uc0---:0061a4:憤,憤,A:uccmp2:02f8ad:憤
憯,A:uc0---:0061af:憯,憯,A:uccmp2:02f8ae:憯
懞,A:uc0---:0061de:懞,懞,A:uccmp2:02f8af:懞
懲,A:uc0---:0061f2:懲,懲,A:uccmp2:02f8b0:懲
懶,A:uc0---:0061f6:懶,懶,A:uccmp2:02f8b1:懶
成,A:uc0---:006210:成,成,A:uccmp2:02f8b2:成
戛,A:uc0---:00621b:戛,戛,A:uccmp2:02f8b3:戛
扝,A:uc0---:00625d:扝,扝,A:uccmp2:02f8b4:扝
抱,A:uc0---:0062b1:抱,抱,A:uccmp2:02f8b5:抱
拔,A:uc0---:0062d4:拔,拔,A:uccmp2:02f8b6:拔
捐,A:uc0---:006350:捐,捐,A:uccmp2:02f8b7:捐
𢬌,A:ucxb--:022b0c:𢬌,𢬌,A:uccmp2:02f8b8:𢬌
挽,A:uc0---:00633d:挽,挽,A:uccmp2:02f8b9:挽
拼,A:uc0---:0062fc:拼,拼,A:uccmp2:02f8ba:拼
捨,A:uc0---:006368:捨,捨,A:uccmp2:02f8bb:捨
掃,A:uc0---:006383:掃,掃,A:uccmp2:02f8bc:掃
揤,A:uc0---:0063e4:揤,揤,A:uccmp2:02f8bd:揤
𢯱,A:ucxb--:022bf1:𢯱,𢯱,A:uccmp2:02f8be:𢯱
搢,A:uc0---:006422:搢,搢,A:uccmp2:02f8bf:搢
揅,A:uc0---:0063c5:揅,揅,A:uccmp2:02f8c0:揅
掩,A:uc0---:0063a9:掩,掩,A:uccmp2:02f8c1:掩
㨮,A:ucxa--:003a2e:㨮,㨮,A:uccmp2:02f8c2:㨮
摩,A:uc0---:006469:摩,摩,A:uccmp2:02f8c3:摩
摾,A:uc0---:00647e:摾,摾,A:uccmp2:02f8c4:摾
撝,A:uc0---:00649d:撝,撝,A:uccmp2:02f8c5:撝
摷,A:uc0---:006477:摷,摷,A:uccmp2:02f8c6:摷
㩬,A:ucxa--:003a6c:㩬,㩬,A:uccmp2:02f8c7:㩬
敏,A:uc0---:00654f:敏,敏,A:uccmp2:02f8c8:敏
敬,A:uc0---:00656c:敬,敬,A:uccmp2:02f8c9:敬
𣀊,A:ucxb--:02300a:𣀊,𣀊,A:uccmp2:02f8ca:𣀊
旣,A:uc0---:0065e3:旣,旣,A:uccmp2:02f8cb:旣
書,A:uc0---:0066f8:書,書,A:uccmp2:02f8cc:書
晉,A:uc0---:006649:晉,晉,A:uccmp2:02f8cd:晉
㬙,A:ucxa--:003b19:㬙,㬙,A:uccmp2:02f8ce:㬙
暑,A:uc0---:006691:暑,暑,A:uccmp2:02f8cf:暑
㬈,A:ucxa--:003b08:㬈,㬈,A:uccmp2:02f8d0:㬈
㫤,A:ucxa--:003ae4:㫤,㫤,A:uccmp2:02f8d1:㫤
冒,A:uc0---:005192:冒,冒,A:uccmp2:02f8d2:冒
冕,A:uc0---:005195:冕,冕,A:uccmp2:02f8d3:冕
最,A:uc0---:006700:最,最,A:uccmp2:02f8d4:最
暜,A:uc0---:00669c:暜,暜,A:uccmp2:02f8d5:暜
肭,A:uc0---:0080ad:肭,肭,A:uccmp2:02f8d6:肭
䏙,A:ucxa--:0043d9:䏙,䏙,A:uccmp2:02f8d7:䏙
朗,A:uc0---:006717:朗,朗,A:uccmp2:02f8d8:朗
望,A:uc0---:00671b:望,望,A:uccmp2:02f8d9:望
朡,A:uc0---:006721:朡,朡,A:uccmp2:02f8da:朡
杞,A:uc0---:00675e:杞,杞,A:uccmp2:02f8db:杞
杓,A:uc0---:006753:杓,杓,A:uccmp2:02f8dc:杓
𣏃,A:ucxb--:0233c3:𣏃,𣏃,A:uccmp2:02f8dd:𣏃
㭉,A:ucxa--:003b49:㭉,㭉,A:uccmp2:02f8de:㭉
柺,A:uc0---:0067fa:柺,柺,A:uccmp2:02f8df:柺
枅,A:uc0---:006785:枅,枅,A:uccmp2:02f8e0:枅
桒,A:uc0---:006852:桒,桒,A:uccmp2:02f8e1:桒
梅,A:uc0---:006885:梅,梅,A:uccmp2:02f8e2:梅
𣑭,A:ucxb--:02346d:𣑭,𣑭,A:uccmp2:02f8e3:𣑭
梎,A:uc0---:00688e:梎,梎,A:uccmp2:02f8e4:梎
栟,A:uc0---:00681f:栟,栟,A:uccmp2:02f8e5:栟
椔,A:uc0---:006914:椔,椔,A:uccmp2:02f8e6:椔
㮝,A:ucxa--:003b9d:㮝,㮝,A:uccmp2:02f8e7:㮝
楂,A:uc0---:006942:楂,楂,A:uccmp2:02f8e8:楂
榣,A:uc0---:0069a3:榣,榣,A:uccmp2:02f8e9:榣
槪,A:uc0---:0069ea:槪,槪,A:uccmp2:02f8ea:槪
檨,A:uc0---:006aa8:檨,檨,A:uccmp2:02f8eb:檨
𣚣,A:ucxb--:0236a3:𣚣,𣚣,A:uccmp2:02f8ec:𣚣
櫛,A:uc0---:006adb:櫛,櫛,A:uccmp2:02f8ed:櫛
㰘,A:ucxa--:003c18:㰘,㰘,A:uccmp2:02f8ee:㰘
次,A:uc0---:006b21:次,次,A:uccmp2:02f8ef:次
𣢧,A:ucxb--:0238a7:𣢧,𣢧,A:uccmp2:02f8f0:𣢧
歔,A:uc0---:006b54:歔,歔,A:uccmp2:02f8f1:歔
㱎,A:ucxa--:003c4e:㱎,㱎,A:uccmp2:02f8f2:㱎
歲,A:uc0---:006b72:歲,歲,A:uccmp2:02f8f3:歲
殟,A:uc0---:006b9f:殟,殟,A:uccmp2:02f8f4:殟
殺,A:uc0---:006bba:殺,殺,A:uccmp2:02f8f5:殺
殻,A:uc0---:006bbb:殻,殻,A:uccmp2:02f8f6:殻
𣪍,A:ucxb--:023a8d:𣪍,𣪍,A:uccmp2:02f8f7:𣪍
𡴋,A:ucxb--:021d0b:𡴋,𡴋,A:uccmp2:02f8f8:𡴋
𣫺,A:ucxb--:023afa:𣫺,𣫺,A:uccmp2:02f8f9:𣫺
汎,A:uc0---:006c4e:汎,汎,A:uccmp2:02f8fa:汎
𣲼,A:ucxb--:023cbc:𣲼,𣲼,A:uccmp2:02f8fb:𣲼
沿,A:uc0---:006cbf:沿,沿,A:uccmp2:02f8fc:沿
泍,A:uc0---:006ccd:泍,泍,A:uccmp2:02f8fd:泍
汧,A:uc0---:006c67:汧,汧,A:uccmp2:02f8fe:汧
洖,A:uc0---:006d16:洖,洖,A:uccmp2:02f8ff:洖
派,A:uc0---:006d3e:派,派,A:uccmp2:02f900:派
海,A:uc0---:006d77:海,海,A:uccmp2:02f901:海
流,A:uc0---:006d41:流,流,A:uccmp2:02f902:流
浩,A:uc0---:006d69:浩,浩,A:uccmp2:02f903:浩
浸,A:uc0---:006d78:浸,浸,A:uccmp2:02f904:浸
涅,A:uc0---:006d85:涅,涅,A:uccmp2:02f905:涅
𣴞,A:ucxb--:023d1e:𣴞,𣴞,A:uccmp2:02f906:𣴞
洴,A:uc0---:006d34:洴,洴,A:uccmp2:02f907:洴
港,A:uc0---:006e2f:港,港,A:uccmp2:02f908:港
湮,A:uc0---:006e6e:湮,湮,A:uccmp2:02f909:湮
㴳,A:ucxa--:003d33:㴳,㴳,A:uccmp2:02f90a:㴳
滋,A:uc0---:006ecb:滋,滋,A:uccmp2:02f90b:滋
滇,A:uc0---:006ec7:滇,滇,A:uccmp2:02f90c:滇
𣻑,A:ucxb--:023ed1:𣻑,𣻑,A:uccmp2:02f90d:𣻑
淹,A:uc0---:006df9:淹,淹,A:uccmp2:02f90e:淹
潮,A:uc0---:006f6e:潮,潮,A:uccmp2:02f90f:潮
𣽞,A:ucxb--:023f5e:𣽞,𣽞,A:uccmp2:02f910:𣽞
𣾎,A:ucxb--:023f8e:𣾎,𣾎,A:uccmp2:02f911:𣾎
濆,A:uc0---:006fc6:濆,濆,A:uccmp2:02f912:濆
瀹,A:uc0---:007039:瀹,瀹,A:uccmp2:02f913:瀹
瀞,A:uc0---:00701e:瀞,瀞,A:uccmp2:02f914:瀞
瀛,A:uc0---:00701b:瀛,瀛,A:uccmp2:02f915:瀛
㶖,A:ucxa--:003d96:㶖,㶖,A:uccmp2:02f916:㶖
灊,A:uc0---:00704a:灊,灊,A:uccmp2:02f917:灊
災,A:uc0---:00707d:災,災,A:uccmp2:02f918:災
灷,A:uc0---:007077:灷,灷,A:uccmp2:02f919:灷
炭,A:uc0---:0070ad:炭,炭,A:uccmp2:02f91a:炭
𠔥,A:ucxb--:020525:𠔥,𠔥,A:uccmp2:02f91b:𠔥
煅,A:uc0---:007145:煅,煅,A:uccmp2:02f91c:煅
𤉣,A:ucxb--:024263:𤉣,𤉣,A:uccmp2:02f91d:𤉣
熜,A:uc0---:00719c:熜,熜,A:uccmp2:02f91e:熜
𤎫,A:ucxb--:0243ab:𤎫,𤎫,A:uccmp2:02f91f:𤎫
爨,A:uc0---:007228:爨,爨,A:uccmp2:02f920:爨
爵,A:uc0---:007235:爵,爵,A:uccmp2:02f921:爵
牐,A:uc0---:007250:牐,牐,A:uccmp2:02f922:牐
𤘈,A:ucxb--:024608:𤘈,𤘈,A:uccmp2:02f923:𤘈
犀,A:uc0---:007280:犀,犀,A:uccmp2:02f924:犀
犕,A:uc0---:007295:犕,犕,A:uccmp2:02f925:犕
𤜵,A:ucxb--:024735:𤜵,𤜵,A:uccmp2:02f926:𤜵
𤠔,A:ucxb--:024814:𤠔,𤠔,A:uccmp2:02f927:𤠔
獺,A:uc0---:00737a:獺,獺,A:uccmp2:02f928:獺
